loan_amount,income,credit_score,employment_years,debt_to_income,years_at_current_address,number_of_dependents,age,gender,race,age_group,loan_approved
196390.15453529966,98598.96449535988,599,1,1.991807475265543,17,0,34,Female,White,31-50,0
69669.1291385221,51875.55115394216,411,7,1.3430050879223818,5,0,63,Female,White,50+,0
101210.52751306767,87531.80077466405,404,8,1.1562715106663601,6,1,30,Female,White,18-30,0
41641.958729755075,51746.94542960855,371,1,0.8047230302008974,12,1,63,Female,Asian,50+,0
103109.32718944625,58109.64455185738,393,2,1.7743926672521786,1,2,52,Female,Hispanic,50+,0
150441.79484109383,76632.7723858222,402,0,1.9631521887746162,14,2,28,Female,Black,18-30,0
96832.66785251694,69247.92978456513,481,0,1.398347476289468,16,2,25,Male,White,18-30,0
37272.61166557895,22075.730348047447,384,24,1.6883976692021714,12,3,40,Male,White,31-50,0
48151.4519922556,34179.39068825155,310,5,1.4087861434231668,6,0,63,Male,Black,50+,0
200353.64473860152,95292.3670380655,526,3,2.102515143301753,0,2,51,Male,White,50+,0
154303.4962505087,56046.204257122845,488,7,2.7531480194914084,2,0,52,Male,White,50+,0
41923.6164200107,46080.00245350741,487,9,0.9098006551173622,19,1,56,Male,White,50+,0
44121.50508319967,30354.892689397922,503,8,1.4535220247578087,17,0,42,Female,Hispanic,31-50,0
29737.50639392277,34896.15183005783,324,0,0.8521715098771533,6,1,52,Male,White,50+,0
44934.059958355945,21787.695874661444,484,1,2.06235942601958,16,1,40,Male,White,31-50,0
132172.66773304524,56917.585985506186,396,5,2.3221762737214897,11,0,52,Male,Hispanic,50+,0
125615.48668506887,44390.51989345957,359,2,2.82978183149364,15,1,53,Male,White,50+,0
44208.60320324966,36927.28746780436,390,20,1.1971798156524123,9,4,23,Female,White,18-30,0
166404.12589046892,57869.06788662864,386,5,2.8755280146635753,15,0,31,Male,White,31-50,0
47271.98209428672,71824.81552338984,463,15,0.658156679551687,19,2,23,Female,White,18-30,0
342321.7616407696,170518.48156466862,575,1,2.0075346584114704,17,1,23,Female,Hispanic,18-30,0
18073.21184482557,28114.993519270913,344,9,0.6428317983583249,14,1,45,Male,White,31-50,0
292323.26081357175,106904.42838543,578,1,2.734435469404862,10,0,38,Male,White,31-50,0
177703.04820798477,97397.008977337,491,22,1.8245226426751353,17,0,53,Female,Hispanic,50+,0
88144.51761577639,40556.592780528255,388,0,2.17337087690699,5,2,37,Female,Hispanic,31-50,0
170927.44180131075,66278.31026281616,456,3,2.5789348147761313,0,0,37,Female,Hispanic,31-50,0
41711.78917790019,47628.34638827892,453,7,0.8757765562099219,6,0,67,Female,White,50+,0
39188.27552352941,65699.34863612792,348,2,0.5964789048453346,11,1,60,Male,White,50+,0
343444.48666539707,127333.57625776481,583,3,2.6972028647821302,19,1,52,Male,Asian,50+,0
104336.42427411773,81048.50781449242,448,21,1.2873330686473312,3,2,64,Male,Hispanic,50+,0
63502.41899566472,77211.53844881013,462,2,0.8224472698179132,9,1,45,Female,White,31-50,0
80689.1343641055,48283.50838455179,449,4,1.671153092717716,1,1,22,Female,White,18-30,0
56897.07414813164,28508.90197648806,300,0,1.995765189240047,8,1,32,Male,White,31-50,0
31150.693653394403,53947.46031192729,357,9,0.5774265085562753,9,0,42,Male,Asian,31-50,0
129953.847009871,109458.86301577401,422,5,1.1872391456427194,19,1,25,Male,White,18-30,0
16238.345012195326,27900.951514915632,328,2,0.58199968569224,10,1,28,Male,White,18-30,0
54789.346707921635,35328.854463052245,437,0,1.5508384729887474,13,1,47,Female,White,31-50,0
174603.0358743281,63776.104918271754,421,4,2.7377500726656105,2,2,68,Female,Black,50+,0
108198.53025870348,36595.208941250894,306,0,2.956631028733923,0,2,33,Female,Hispanic,31-50,0
84301.47260251005,40285.15333431159,356,0,2.092618883759069,6,0,52,Male,White,50+,0
43799.55895415917,48445.78948150048,322,4,0.9040942344614795,3,0,38,Male,Hispanic,31-50,0
83624.82863318987,30248.180046739406,304,1,2.7646234749982646,6,1,54,Female,Asian,50+,0
65874.10890187733,36788.44487516302,393,1,1.7906195580001512,15,2,32,Female,White,31-50,0
75270.07433874063,85111.20362754732,411,5,0.8843732802572952,9,0,49,Female,White,31-50,0
87332.24289543406,31142.07597047686,417,0,2.8043166736291534,14,3,53,Female,White,50+,0
64465.97106471906,26931.824487082,350,1,2.3936726268077573,15,1,22,Male,Hispanic,18-30,0
101777.0073733274,43694.93673717551,391,0,2.329263181807879,5,1,68,Male,White,50+,0
196232.8165088889,86333.91170310782,458,4,2.272951759486012,3,2,49,Male,Black,31-50,0
54305.907192307015,54259.810621461664,447,5,1.0008495527411059,3,0,63,Male,Hispanic,50+,0
48769.20803140654,47463.176649309535,434,6,1.0275167292688152,3,1,28,Male,White,18-30,0
135946.47123822945,61216.95047869389,439,1,2.2207324960681376,16,1,23,Male,Asian,18-30,0
26246.189904256957,25012.88281119248,378,0,1.0493068752759922,12,0,63,Female,White,50+,0
122428.05442397168,76676.67443965383,442,0,1.5966792420076221,1,3,45,Male,White,31-50,0
178054.7090036112,72527.24154394271,472,2,2.4550045639848532,19,2,25,Male,Black,18-30,0
120025.42301294277,48793.176827261435,380,14,2.4598812952446023,5,0,65,Female,Hispanic,50+,0
161696.37617127624,99008.62592713577,498,1,1.633154431314649,0,1,40,Male,White,31-50,0
84516.4917049067,34072.70662382422,354,1,2.4804748456881125,7,0,47,Male,Hispanic,31-50,0
273249.306165394,105235.34444035009,487,0,2.596554490495142,17,3,32,Female,Asian,31-50,0
138222.7013123962,64682.55614632171,394,4,2.1369393782106507,3,1,61,Male,White,50+,0
54196.78351349074,50600.852606322114,424,5,1.0710646307710503,4,1,64,Male,Asian,50+,0
70251.06939102492,59282.12951491182,484,5,1.1850294509638688,4,1,32,Male,White,31-50,0
73039.92489342243,56747.54174260651,472,9,1.2871028885218383,14,1,66,Male,White,50+,0
87287.32369118692,110209.8382695084,457,3,0.7920102693348801,9,2,24,Female,White,18-30,0
41341.77150940881,34949.534769755104,434,0,1.182899050924863,7,2,33,Female,Hispanic,31-50,0
41867.27109925682,40894.07150010134,365,1,1.0237980607813304,6,1,24,Female,Black,18-30,0
164690.61246451523,100523.96603238628,531,5,1.6383218745215056,11,2,63,Female,White,50+,0
123188.95479899853,44454.99163591838,343,4,2.771093869680662,10,1,48,Female,White,31-50,0
71496.83310163378,93926.37772300841,494,3,0.7612007918848952,12,0,23,Male,Black,18-30,0
322196.9532910746,140044.8477695685,595,5,2.300669809868489,14,0,37,Female,White,31-50,0
108640.75896310655,48976.82404497961,323,5,2.218207511032819,16,1,23,Male,Hispanic,18-30,0
62239.511837975406,84177.35013638073,498,10,0.7393854966583941,17,2,51,Female,Hispanic,50+,0
94378.39250849176,33629.329242744556,434,4,2.8064310122645,7,3,41,Female,White,31-50,0
167762.82294063864,87322.78017072832,465,7,1.921180505392049,5,0,59,Male,Asian,50+,0
93229.07488143547,66152.10515473255,500,1,1.4093138028392107,10,1,49,Male,White,31-50,0
181384.74555139124,75850.46695705244,442,5,2.3913464587382665,8,0,46,Male,Asian,31-50,0
49574.515404535865,43356.588910570645,429,11,1.1434136460040851,4,3,53,Male,Black,50+,0
58287.974934064485,26093.93764560995,300,2,2.2337745926158012,6,3,31,Female,Black,31-50,0
46147.422241289,77005.03069282733,574,7,0.599278018930618,14,0,63,Female,White,50+,0
55450.195148299805,21339.144259780798,417,6,2.59852009402318,3,2,61,Male,Hispanic,50+,0
82786.02295090289,51089.013541011685,387,0,1.6204271175532963,18,2,54,Male,White,50+,0
200502.8020234078,95854.90618252404,393,4,2.0917322858948544,12,0,34,Male,White,31-50,0
69402.75809246635,65903.63431689677,446,0,1.0530945495167092,0,1,62,Male,White,50+,0
347770.4153545064,158604.8745209337,545,17,2.1926842816461196,0,2,63,Male,White,50+,1
242969.93746074897,99962.91800913622,522,8,2.4306006897331915,13,0,68,Male,White,50+,0
72667.4119479299,43176.46377916719,406,0,1.683032967210997,8,1,58,Female,Black,50+,0
124084.81342580385,60697.4332259736,374,0,2.0443173101544856,11,0,37,Male,Hispanic,31-50,0
95942.81369486665,58472.664395824606,472,4,1.6408148095559965,17,1,66,Male,White,50+,0
74245.06347211242,27144.008465207084,394,2,2.735228423144614,8,3,43,Female,Black,31-50,0
65275.21317628405,37414.011106309175,423,0,1.744672951285798,7,1,41,Male,White,31-50,0
117814.7346476246,45234.68987217521,390,3,2.6045217725720473,13,0,64,Female,Hispanic,50+,0
54150.9949113981,21631.151387430866,300,2,2.5033801456756213,8,0,48,Female,Hispanic,31-50,0
93579.66437534342,61312.9732005484,471,0,1.5262620533708913,19,2,62,Male,White,50+,0
56839.183239606675,52863.27158101066,392,8,1.0752112296436875,1,1,37,Male,Black,31-50,0
39304.88189536843,25940.300684572478,300,12,1.5152053313994274,0,1,55,Male,White,50+,0
188014.94927068724,73284.64853897369,514,7,2.5655434394380503,12,0,53,Male,White,50+,0
91558.74717554971,85642.45187762694,576,8,1.0690813395484808,9,2,47,Male,Hispanic,31-50,0
121472.91447942321,67071.68417155906,432,1,1.8110908646443733,7,3,46,Female,White,31-50,0
128070.33475468402,50917.701509032464,509,1,2.515241869901869,6,3,23,Male,White,18-30,0
111354.8897153908,80476.54672093899,465,1,1.383693687820947,11,1,33,Male,White,31-50,0
177136.26806841604,84129.30001552509,449,7,2.1055240925067435,16,2,61,Male,Hispanic,50+,0
77787.01401305369,69821.81563690807,408,14,1.1140789351220364,11,0,30,Female,White,18-30,0
30652.654664520396,39643.95969222216,461,6,0.7731986134203999,15,2,33,Male,White,31-50,0
170921.4737155474,68754.70040751567,398,10,2.485960562732141,9,0,47,Male,Black,31-50,0
81357.99670016312,108851.5520760079,554,5,0.7474215585217672,11,2,30,Male,Hispanic,18-30,0
52359.48823119206,44430.678662955776,360,2,1.1784534876989614,10,1,31,Female,White,31-50,0
450856.7229428092,170923.2098749671,618,2,2.6377735549936,13,3,53,Male,White,50+,0
62893.49961720486,46036.25572695799,443,0,1.366173217696668,19,2,55,Female,White,50+,0
178456.02094877508,60852.215482610634,402,0,2.9326133737854025,12,1,69,Female,White,50+,0
126163.90917126807,42777.057665428416,365,5,2.949335836934649,1,3,41,Male,White,31-50,0
78372.53140447142,66945.58592051105,490,2,1.1706900511338918,19,0,60,Female,Black,50+,0
15095.186118462128,25056.51502866291,429,4,0.6024455556247261,6,4,23,Male,Black,18-30,0
103106.67615069503,45568.825053474524,423,4,2.2626582105134476,0,2,22,Female,Black,18-30,0
56441.71328960779,34680.727210159705,336,1,1.6274662566208593,2,4,57,Female,White,50+,0
48170.0837315111,64066.00595668589,402,3,0.7518821098989408,19,0,45,Male,Hispanic,31-50,0
223346.0968964726,98442.0853011637,500,3,2.268807047445107,11,0,48,Male,White,31-50,0
47796.76090815957,82702.33321042501,481,2,0.5779372727798031,4,2,23,Female,Asian,18-30,0
53509.83452461211,20000.0,300,8,2.6754917262306055,11,3,52,Male,Black,50+,0
140722.4617489725,166214.57057170323,668,2,0.8466313227832593,2,0,35,Male,White,31-50,1
56788.4873801985,69399.84897296272,443,4,0.8182796968668125,19,0,23,Male,Black,18-30,0
38139.3981138382,40609.22066393897,300,11,0.9391807449214613,4,0,50,Female,White,31-50,0
187869.77009568785,64767.80739893267,383,10,2.9006658962301666,0,3,36,Female,Black,31-50,0
146006.5233508764,65388.05733747077,405,11,2.232923400634615,15,2,33,Male,White,31-50,0
107391.57030179226,42897.79227729687,382,1,2.503428838659092,8,1,58,Male,White,50+,0
98762.56966378978,66102.26778654745,526,0,1.4940874643318827,9,0,49,Male,Hispanic,31-50,0
59249.744505898045,44190.44446813027,400,1,1.3407818187623888,9,1,41,Female,White,31-50,0
53130.88052047384,48914.00345328606,355,1,1.0862100169579247,12,0,60,Male,Hispanic,50+,0
72290.00912320217,42483.049162685274,395,12,1.7016200707810223,15,2,45,Female,White,31-50,0
54979.0981349623,29250.86295998218,340,5,1.8795718338354213,19,1,42,Male,Black,31-50,0
133922.3551195592,64403.17648051801,445,0,2.0794371091318884,3,2,31,Female,Black,31-50,0
91686.26241739685,80229.75365500295,489,0,1.1427962599967363,13,3,67,Male,White,50+,0
222420.14614582295,77454.17871008544,515,0,2.8716352022574765,16,1,35,Male,White,31-50,0
83395.37775368946,90216.04983582773,479,4,0.9243962455178396,4,1,58,Male,White,50+,0
205200.41851447182,70415.5997535347,522,6,2.914132936916031,12,2,39,Female,White,31-50,0
24640.366956681544,45873.24144011021,437,9,0.5371403062687594,2,0,45,Female,White,31-50,0
155144.81401657948,91110.82778436603,446,14,1.702814229542114,4,3,35,Male,Black,31-50,0
40497.19522151171,30370.93152411744,471,1,1.333419595291407,15,0,55,Female,Asian,50+,0
61933.8785786546,38164.62463041549,392,1,1.622808534825627,18,3,33,Female,Hispanic,31-50,0
71231.37421044646,36971.40164643384,332,1,1.9266614474519723,18,0,43,Female,Hispanic,31-50,0
163262.70329702678,102747.31797345243,588,2,1.5889728950317725,16,0,27,Male,Hispanic,18-30,0
147458.62734747562,95931.93965303336,595,12,1.5371171257539875,17,1,57,Male,Black,50+,0
178134.96669418056,76393.47903161442,451,4,2.3318085385332665,17,4,66,Male,White,50+,0
226630.8320252778,102330.6926255172,479,6,2.2146906877161614,7,4,57,Female,Asian,50+,0
99645.99279577419,38574.958785051036,368,3,2.5831782050896197,17,0,43,Female,Black,31-50,0
80176.7970681802,71274.76095471487,478,0,1.1248974530987388,8,0,35,Female,White,31-50,0
113823.03880785588,56241.645568448504,476,0,2.023821274385159,18,1,37,Male,White,31-50,0
179496.02217771404,91440.25177798775,511,3,1.9629869634821346,9,1,57,Male,White,50+,0
80507.01566246405,56522.150453134534,418,6,1.4243445271817219,1,2,46,Female,White,31-50,0
84713.09839218234,49391.24969444567,473,1,1.7151438547567022,16,1,53,Female,Hispanic,50+,0
100789.45762245721,78468.63417554153,441,6,1.284455358264322,12,2,54,Female,White,50+,0
79298.59518641084,92789.11193420796,537,8,0.854610994042463,10,2,66,Female,White,50+,0
44344.703097238584,42865.706483765294,371,2,1.034503026656832,15,1,57,Female,Asian,50+,0
44355.50311923184,58073.35108165232,437,6,0.7637841160030028,19,3,41,Male,White,31-50,0
77864.01039986937,35269.70584763055,364,2,2.2076739379753105,6,0,39,Male,White,31-50,0
43036.36965545758,20000.0,337,5,2.151818482772879,2,0,59,Female,White,50+,0
190386.14496063566,66186.36908788209,413,7,2.876515928949682,15,2,24,Female,Black,18-30,0
188683.60914169307,81182.31266722194,529,24,2.324196034118103,18,0,44,Male,Asian,31-50,0
43009.65172592106,68256.87254061009,399,2,0.6301145968903286,19,0,53,Male,White,50+,0
61230.08456970252,22589.01807155829,308,2,2.7106129348223855,15,3,66,Female,Hispanic,50+,0
133473.132823171,50240.42622890883,506,0,2.656687907364314,1,2,37,Male,White,31-50,0
32166.01603863493,20000.0,388,1,1.6083008019317466,13,1,26,Male,Asian,18-30,0
233320.55229950158,118758.8866242092,418,5,1.9646576263198041,19,2,25,Male,Hispanic,18-30,0
102277.899999748,34786.08428563593,341,12,2.9401958311812972,9,1,42,Female,Hispanic,31-50,0
205342.2714666487,112162.25471474795,433,2,1.8307609096204156,18,4,61,Female,White,50+,0
265497.8691099847,96079.84291780334,444,0,2.7633045709402246,10,0,35,Male,Asian,31-50,0
27006.264005515295,38166.170901055804,300,1,0.707596894525466,17,2,60,Female,Black,50+,0
33222.518231971255,33982.722897274405,361,3,0.9776296717717072,10,2,52,Male,White,50+,0
114275.51860233667,71338.04882633877,385,1,1.6018873586032947,8,1,35,Male,Hispanic,31-50,0
77014.3699221069,39255.15222239628,381,1,1.9618920208432618,18,2,27,Female,White,18-30,0
160112.28680575505,63022.199799881746,344,6,2.5405696296570004,19,3,33,Female,Hispanic,31-50,0
139716.2373626079,47032.12719889566,398,0,2.970655287857967,9,2,37,Female,White,31-50,0
36175.243017019,24573.423509069144,328,3,1.4721287411852912,2,1,38,Female,Black,31-50,0
12370.781807004247,20000.0,415,7,0.6185390903502124,2,1,66,Female,White,50+,0
167846.25217526619,67059.9399294948,504,1,2.502928758238312,7,3,44,Male,White,31-50,0
90928.54597752175,45216.671071481,429,4,2.0109517977070204,5,1,35,Male,White,31-50,0
45243.1061554997,45408.52272097704,374,5,0.9963571471705042,19,2,28,Male,White,18-30,0
147286.11911408577,84789.91769004945,568,5,1.7370711415535502,0,1,67,Male,White,50+,0
253619.6947616683,107658.6807641121,437,2,2.355775613834311,19,0,53,Female,White,50+,0
126751.47980500224,52246.471650096,334,2,2.4260294676716097,5,0,36,Male,White,31-50,0
88324.35416130973,50498.58759947331,396,9,1.7490460299969053,1,4,65,Female,White,50+,0
97109.07600907212,76885.41814844766,566,7,1.263036325322148,18,2,38,Female,White,31-50,1
89145.0750774027,30379.770297701998,350,1,2.934356455096234,6,0,62,Female,Black,50+,0
144487.28043965317,66941.643571792,424,0,2.1584065273912323,10,3,68,Male,White,50+,0
119975.62801988475,78900.5112008402,385,0,1.5205937983657467,10,1,65,Female,Asian,50+,0
101053.08442002766,84129.7142667338,515,0,1.201158060511631,3,2,55,Male,Hispanic,50+,0
52919.5962241941,22734.15387564778,393,4,2.3277574575089055,19,0,26,Male,Black,18-30,0
45233.02086648544,40917.87814964095,421,0,1.1054586139844194,15,3,66,Female,White,50+,0
35865.021827949604,38594.627953878684,345,2,0.9292749724342203,4,1,48,Male,Hispanic,31-50,0
114840.0866748049,62940.39693778768,390,6,1.8245847224051757,6,2,44,Male,White,31-50,0
93273.1350934645,76143.29388364898,387,1,1.2249684816103548,15,0,61,Female,White,50+,0
262235.01490294794,126545.24658650214,557,7,2.072262862309038,14,1,35,Male,White,31-50,0
37157.14018933615,46747.55621225929,339,6,0.7948466871855836,4,0,36,Female,Hispanic,31-50,0
99785.86178215679,46686.66005135293,334,1,2.137352761418304,0,3,64,Female,White,50+,0
128540.82757954462,106386.71716686178,491,6,1.2082413199942557,19,0,54,Female,White,50+,0
34764.61102449151,69444.86929871855,414,6,0.5006073360862818,8,2,52,Male,Asian,50+,0
92237.84742380037,112851.23834915068,498,2,0.8173401441854409,4,0,56,Male,Hispanic,50+,0
196038.57070581152,69172.8692249018,461,1,2.834038444587735,5,0,38,Female,White,31-50,0
89582.539643153,33571.79942269256,371,3,2.6683865977883947,2,1,49,Male,White,31-50,0
33326.71330583714,30743.560067772774,347,12,1.084022580090592,5,2,40,Female,Hispanic,31-50,0
67418.12627734485,27563.394232447576,364,5,2.445929761363728,7,2,67,Female,White,50+,0
168523.51871617683,83368.50818844777,417,0,2.0214289829349354,5,4,44,Female,White,31-50,0
317542.15211419767,108477.53843982812,522,5,2.9272617786246737,15,3,53,Male,White,50+,0
216459.48648475469,150946.54865196772,609,2,1.4340141488351477,15,0,61,Male,Asian,50+,1
201122.2955422906,91267.74024216432,407,4,2.203651531292928,2,3,34,Female,Black,31-50,0
70554.70669865231,107089.40108720341,563,6,0.6588393060597965,16,1,41,Male,Hispanic,31-50,1
66781.60043368985,44801.273022186186,345,3,1.490618367041015,5,3,56,Male,Hispanic,50+,0
97712.86540131338,33583.56507549646,371,8,2.9095441529704513,5,0,26,Female,White,18-30,0
169201.76531490043,91586.54637215304,541,6,1.8474521861253015,18,3,30,Female,White,18-30,0
89989.14086520197,73779.80853886378,493,4,1.2196987583371115,19,0,50,Female,White,31-50,0
50585.74202134493,63178.680361393745,428,0,0.8006774078215171,14,1,27,Female,White,18-30,0
164148.80941230492,72670.13202013135,427,9,2.258820850453826,18,0,46,Male,White,31-50,0
148641.76735678173,70374.95607103173,488,13,2.1121401085743168,1,0,52,Female,Hispanic,50+,0
163238.32079027733,113767.07437301107,561,0,1.4348467840094365,7,1,43,Female,Black,31-50,0
329181.2199619289,114404.16818051791,497,3,2.877353379664586,6,3,23,Male,Hispanic,18-30,0
43662.119124233795,78598.67935447094,417,1,0.5555070324696258,7,2,66,Male,White,50+,0
115089.46871056667,91390.92249670648,379,7,1.2593096290795645,12,0,26,Female,Black,18-30,0
216989.69355356123,77422.38860493808,462,6,2.8026737157489534,14,0,48,Female,Black,31-50,0
61918.64978182898,47544.20239220518,390,0,1.302338595798601,11,1,46,Female,White,31-50,0
98820.3842455104,87402.77725017567,531,10,1.1306320846379259,14,3,29,Female,Black,18-30,0
54726.16377336808,29814.569594159144,377,0,1.8355510248281184,13,0,22,Male,White,18-30,0
259564.21621462042,101411.90566816923,569,7,2.5595043748013446,6,1,41,Male,White,31-50,0
24971.514409376443,32949.736077696536,331,3,0.7578669021959026,16,0,65,Female,White,50+,0
197376.20932769086,69071.78764551517,495,1,2.8575517741143406,4,1,44,Female,White,31-50,0
97613.82925726438,39238.86625928165,352,0,2.48768220295291,19,0,53,Female,White,50+,0
75258.63618844426,78959.82766444905,496,0,0.9531256388788799,9,0,32,Female,Black,31-50,0
134218.12571615243,58867.08512492437,344,5,2.2800199029954067,18,0,60,Male,Asian,50+,0
39446.42728120449,26973.819351452366,365,3,1.4623968065938928,17,0,68,Male,Black,50+,0
111260.77979972323,73891.2587805566,348,0,1.5057366951907967,9,0,45,Female,Black,31-50,0
110247.0736812968,44848.2394072942,376,0,2.458225231097166,1,2,32,Female,White,31-50,0
270406.56910035096,93020.33093120072,508,0,2.9069620199518305,5,0,50,Female,Black,31-50,0
48928.020974289444,59913.842108912504,393,6,0.8166396821179849,2,0,47,Female,White,31-50,0
113207.9212967261,72963.20067552906,393,6,1.5515755921970484,18,0,37,Female,White,31-50,0
63147.436522582146,37094.185917194955,416,0,1.7023540202107588,4,3,56,Male,White,50+,0
64248.791952050684,44593.07622149117,384,4,1.440779542387494,6,2,41,Male,White,31-50,0
67025.71481278702,47604.409950615,370,0,1.4079728092905626,6,2,67,Male,White,50+,0
57952.6370718201,91890.34473759177,485,11,0.6306716689039913,9,1,24,Female,White,18-30,0
306637.0462814382,138508.71736643973,708,11,2.213846551406558,0,0,22,Male,White,18-30,1
63671.04702160455,40031.18779346407,437,5,1.5905360428001134,10,0,68,Male,Asian,50+,0
101247.48399215682,102582.64776610404,563,13,0.9869845066098167,6,1,22,Male,White,18-30,0
51398.19562888617,20234.842852103277,362,8,2.540083755755171,5,1,38,Male,White,31-50,0
82599.05397453393,32955.23154155706,374,8,2.5064018703790696,5,3,23,Female,White,18-30,0
63614.36420185177,37071.75996826881,300,4,1.7159790702222346,12,3,50,Male,Black,31-50,0
37940.92857608876,30447.088575405913,326,1,1.2461266528694013,15,1,41,Male,White,31-50,0
56832.862563739094,27124.856624775,330,1,2.095231814491131,12,1,27,Female,White,18-30,0
89828.89919830125,73607.29790129457,353,1,1.2203803394435075,1,0,29,Male,White,18-30,0
58639.395979857305,53796.63249365282,349,4,1.0900198258092801,18,0,50,Male,White,31-50,0
168379.5567085458,72381.2595449064,345,0,2.3262866350658165,18,3,69,Male,White,50+,0
50805.757684529104,84561.66775245294,467,1,0.6008130993023768,18,0,54,Female,White,50+,0
50389.301198425426,68378.14237264439,477,3,0.7369211775864849,17,4,24,Male,White,18-30,0
43006.73440117134,83189.93018675287,521,1,0.5169704350589744,5,1,56,Female,White,50+,0
51025.2766197405,57828.31750264504,436,4,0.8823579661885654,1,1,26,Male,White,18-30,0
